date,day_index,reservoir_level_m,temperature_c,is_anomaly,piezometer_P1_m,piezometer_P2_m,piezometer_P3_m,piezometer_P4_m,piezometer_P5_m,piezometer_P6_m,piezometer_P7_m,piezometer_P8_m,displacement_D1_mm,displacement_D2_mm,displacement_D3_mm
2020-10-29,667,21.127,7.71,0,18.045,14.553,11.404,8.325,6.261,4.295,2.133,0.544,-1.0407,-0.3344,-0.1749
2020-10-30,668,21.594,8.94,0,18.324,14.612,11.412,8.664,6.85,4.637,2.196,0.545,-0.9632,-0.3418,-0.0966
2020-10-31,669,21.712,8.87,0,18.863,14.826,11.558,8.83,6.38,4.181,2.412,0.501,-0.9291,-0.3195,-0.2345
2020-11-01,670,21.339,11.04,0,18.175,14.45,11.278,8.643,6.297,4.135,2.098,0.607,-0.6522,-0.2538,-0.1922
2020-11-02,671,22.166,8.77,0,18.976,14.645,11.53,8.955,6.685,4.375,2.077,0.657,-0.8718,-0.3237,-0.178
2020-11-03,672,21.497,8.08,0,18.324,14.511,11.17,8.977,6.55,4.58,1.911,0.442,-1.04,-0.4345,-0.1976
2020-11-04,673,21.687,8.84,0,18.752,15.045,11.954,8.792,6.824,4.367,2.023,0.345,-0.9045,-0.2959,-0.1484
2020-11-05,674,21.748,7.15,0,18.729,14.536,11.761,8.695,6.612,4.018,2.637,0.834,-1.192,-0.3178,-0.18
2020-11-06,675,21.592,9.22,0,18.508,14.799,11.408,8.935,6.839,4.336,2.564,0.652,-0.9333,-0.2545,-0.1387
2020-11-07,676,21.624,7.13,0,18.224,14.952,11.449,8.724,6.616,4.737,1.848,0.605,-1.1249,-0.3841,-0.1439
2020-11-08,677,21.417,7.0,0,18.785,14.692,11.504,8.747,6.695,4.531,2.206,0.68,-1.2643,-0.3919,-0.1363
2020-11-09,678,22.005,5.34,0,19.09,15.264,11.572,8.945,6.644,4.613,2.458,0.672,-1.4254,-0.587,-0.0809
2020-11-10,679,21.379,6.88,0,18.15,14.33,11.176,8.458,6.822,4.298,2.156,0.48,-1.2541,-0.4124,-0.2175
2020-11-11,680,23.149,7.12,0,20.289,15.655,12.353,9.208,7.244,4.711,2.465,0.503,-1.1817,-0.4591,-0.1666
2020-11-12,681,21.329,5.06,0,18.125,14.252,11.135,8.483,6.433,4.538,2.546,0.648,-1.5817,-0.5521,-0.2538
2020-11-13,682,22.814,5.7,0,19.657,15.315,12.149,9.577,6.983,4.664,2.542,0.556,-1.3766,-0.4324,-0.2587
2020-11-14,683,22.287,6.38,0,19.097,15.506,12.118,9.245,6.599,4.744,2.359,0.969,-1.3129,-0.4629,-0.195
2020-11-15,684,22.192,8.03,0,18.768,15.118,12.505,8.959,6.872,4.237,2.474,0.613,-1.0108,-0.4301,-0.2202
2020-11-16,685,22.827,7.23,0,19.71,15.889,12.162,9.247,7.218,4.996,2.754,1.053,-1.1394,-0.3811,-0.1839
2020-11-17,686,22.607,5.81,0,19.476,15.652,11.62,9.239,7.241,4.503,2.349,1.214,-1.3881,-0.3998,-0.1964
2020-11-18,687,23.565,6.75,0,20.034,16.209,12.573,9.907,7.159,5.049,2.728,1.153,-1.2204,-0.4078,-0.1981
2020-11-19,688,22.631,6.79,0,19.832,15.642,12.524,9.122,6.768,4.856,2.254,0.69,-1.1888,-0.4239,-0.1774
2020-11-20,689,22.129,7.48,0,18.88,14.899,11.897,9.081,6.836,4.634,2.065,1.076,-1.2287,-0.3159,-0.1351
2020-11-21,690,22.693,2.93,0,19.64,15.378,12.197,9.3,6.966,4.912,2.729,0.835,-1.7856,-0.5812,-0.2577
2020-11-22,691,22.297,1.59,0,19.023,15.411,11.649,8.711,6.784,4.589,2.79,0.852,-1.9783,-0.6498,-0.2549
2020-11-23,692,22.419,7.79,0,19.254,15.546,12.102,9.481,6.81,4.554,2.456,0.583,-1.0716,-0.4725,-0.1719
2020-11-24,693,23.784,5.2,0,20.933,16.585,12.598,9.636,7.22,4.942,2.557,0.747,-1.3749,-0.3699,-0.1856
2020-11-25,694,23.453,3.83,0,20.055,16.002,12.847,9.653,7.574,5.227,2.608,0.645,-1.7222,-0.5838,-0.1491
2020-11-26,695,23.733,4.02,0,20.616,15.985,13.012,9.641,7.155,4.683,2.548,0.889,-1.6374,-0.4484,-0.2044
2020-11-27,696,23.465,0.24,0,20.103,16.273,12.599,9.542,7.235,5.095,3.023,0.627,-2.2127,-0.8085,-0.311
2020-11-28,697,24.144,6.38,0,20.885,16.52,13.036,10.216,7.006,5.161,2.749,1.232,-1.2583,-0.373,-0.1361
2020-11-29,698,24.225,5.11,0,20.93,16.783,12.973,10.067,7.699,5.195,3.345,0.992,-1.5426,-0.5365,-0.2323
2020-11-30,699,23.625,4.37,0,19.955,16.103,12.578,9.777,7.214,5.058,2.498,0.777,-1.5883,-0.4007,-0.2042
2020-12-01,700,24.318,2.63,0,20.857,16.69,13.292,10.445,7.709,5.416,2.76,0.784,-1.8146,-0.6043,-0.3108
2020-12-02,701,24.336,3.09,0,21.046,16.709,13.001,10.013,7.647,5.673,2.586,0.741,-1.7551,-0.543,-0.3148
2020-12-03,702,24.718,1.44,0,21.21,17.221,13.333,10.592,7.792,5.404,3.08,0.831,-1.9935,-0.6814,-0.2846
2020-12-04,703,24.314,5.08,0,20.977,17.041,13.119,10.299,7.589,5.358,2.633,0.946,-1.5173,-0.5187,-0.1831
2020-12-05,704,24.636,2.23,0,21.329,17.259,13.492,10.14,7.829,5.652,2.857,0.928,-1.8925,-0.6186,-0.182
2020-12-06,705,24.427,6.03,0,21.447,16.689,12.914,10.251,8.225,5.389,2.951,0.909,-1.2785,-0.4593,-0.1602
2020-12-07,706,26.181,4.31,0,23.01,18.215,14.657,10.99,8.022,5.708,2.926,1.035,-1.5972,-0.4599,-0.1502
2020-12-08,707,25.307,2.78,0,21.876,17.32,13.785,10.493,7.74,5.694,3.165,1.022,-1.7721,-0.5949,-0.3188
2020-12-09,708,24.346,3.13,0,21.336,16.391,13.199,10.234,7.931,5.309,2.823,0.975,-1.8156,-0.5608,-0.1807
2020-12-10,709,25.625,1.57,0,22.011,17.703,14.073,10.786,7.784,5.843,3.007,0.925,-1.9865,-0.653,-0.2181
2020-12-11,710,26.562,2.97,0,23.079,18.261,14.77,10.94,8.59,5.629,3.263,1.008,-1.7816,-0.6347,-0.1313
2020-12-12,711,26.297,4.05,0,23.08,18.096,14.177,10.539,8.722,5.849,3.328,1.033,-1.6208,-0.474,-0.2303
2020-12-13,712,26.645,6.31,0,23.331,18.775,14.159,11.355,8.553,6.016,3.266,1.161,-1.1838,-0.3828,-0.1412
2020-12-14,713,27.109,2.85,0,23.437,18.619,14.728,11.326,8.299,5.811,3.506,1.127,-1.8073,-0.4715,-0.2702
2020-12-15,714,27.043,3.22,0,23.899,18.864,14.396,11.451,8.764,5.985,3.449,1.348,-1.6804,-0.5976,-0.2188
2020-12-16,715,27.877,2.72,0,24.422,19.66,15.204,11.797,8.581,6.379,3.424,1.468,-1.7558,-0.5594,-0.2082
2020-12-17,716,26.953,3.82,0,23.52,18.452,14.632,11.548,8.538,5.57,3.184,1.077,-1.6867,-0.5364,-0.2199
2020-12-18,717,28.055,3.29,0,24.45,19.92,15.354,11.681,9.154,6.421,3.624,1.402,-1.6538,-0.5488,-0.1876
2020-12-19,718,27.278,1.43,0,23.992,19.119,14.59,11.68,8.847,6.089,3.691,1.088,-1.9083,-0.6977,-0.2254
2020-12-20,719,27.873,2.75,0,24.348,19.604,15.5,11.79,8.929,5.892,3.337,1.683,-1.8091,-0.5793,-0.1604
2020-12-21,720,28.683,1.96,0,25.03,20.047,15.694,12.12,9.136,6.536,3.635,1.218,-1.9935,-0.5575,-0.2128
2020-12-22,721,28.067,2.63,0,24.449,19.568,15.282,11.991,8.926,5.954,3.551,1.373,-1.6511,-0.5956,-0.1701
2020-12-23,722,28.551,5.84,0,24.712,19.698,15.812,11.813,8.787,6.622,3.702,1.418,-1.32,-0.453,-0.1314
2020-12-24,723,28.224,1.73,0,24.871,19.722,15.508,11.806,9.116,6.313,3.604,1.933,-1.8758,-0.709,-0.1867
2020-12-25,724,28.531,6.02,0,24.921,19.921,15.561,12.046,9.439,6.553,3.492,1.39,-1.2667,-0.3611,-0.2367
2020-12-26,725,28.669,2.28,0,25.082,19.929,15.576,12.3,8.957,6.85,3.854,1.225,-1.8664,-0.5825,-0.2445
2020-12-27,726,29.178,3.25,0,25.565,20.443,16.17,12.105,9.529,6.585,3.41,1.678,-1.6859,-0.6074,-0.2119
2020-12-28,727,29.408,4.41,0,25.906,20.478,16.198,12.745,9.668,6.576,3.765,1.269,-1.498,-0.4019,-0.0993
2020-12-29,728,29.11,2.82,0,25.19,20.383,16.07,12.651,9.347,6.493,3.682,1.134,-1.7715,-0.4811,-0.1367
2020-12-30,729,29.506,1.1,0,25.61,20.601,16.182,12.492,9.314,6.32,3.701,1.249,-2.0561,-0.682,-0.1735
2020-12-31,730,29.733,3.39,0,25.844,20.669,16.768,12.488,9.412,6.451,3.662,1.393,-1.642,-0.5205,-0.1472
2021-01-01,731,30.369,2.97,0,26.711,21.325,16.781,13.049,9.97,6.82,3.757,1.679,-1.7258,-0.4963,-0.1769
2021-01-02,732,31.598,1.83,0,27.644,21.983,17.315,13.638,10.457,7.164,3.898,1.643,-1.8788,-0.632,-0.2314
2021-01-03,733,30.876,4.4,0,26.96,21.388,17.33,13.186,10.206,6.885,4.042,1.365,-1.4936,-0.5114,-0.1592
2021-01-04,734,30.106,2.05,0,26.407,20.719,16.815,13.255,9.924,6.583,4.009,1.391,-1.895,-0.6031,-0.1547
2021-01-05,735,31.256,3.4,0,27.121,22.076,16.937,13.441,10.292,7.28,3.842,1.923,-1.6078,-0.453,-0.1846
2021-01-06,736,30.272,2.37,0,26.653,21.415,16.313,13.148,10.357,6.943,4.253,1.523,-1.8179,-0.6603,-0.1509
2021-01-07,737,31.769,2.82,0,27.93,22.151,17.068,13.504,10.127,7.219,4.067,1.501,-1.7664,-0.5165,-0.1677
2021-01-08,738,32.273,0.74,0,28.298,22.803,17.89,13.575,10.506,7.351,4.222,1.862,-2.082,-0.6196,-0.1908
2021-01-09,739,31.689,4.3,0,27.734,22.219,17.769,13.366,10.166,7.265,4.139,1.66,-1.5476,-0.4147,-0.0801
2021-01-10,740,31.815,2.8,0,27.693,22.325,17.809,13.774,10.502,7.711,4.166,1.606,-1.7802,-0.5122,-0.1577
2021-01-11,741,32.119,4.01,0,28.494,22.569,17.763,13.514,10.767,7.52,4.397,1.637,-1.5466,-0.5171,-0.1661
2021-01-12,742,32.385,4.64,0,28.399,22.672,18.035,13.858,10.54,7.346,4.501,2.19,-1.4211,-0.3185,-0.073
2021-01-13,743,33.084,4.26,0,28.984,23.371,18.199,14.0,10.445,7.588,4.416,1.848,-1.4746,-0.5158,-0.1652
2021-01-14,744,32.627,1.41,0,28.884,23.134,17.908,14.124,10.559,7.671,4.329,1.846,-1.9793,-0.5134,-0.1721
2021-01-15,745,32.324,1.09,0,28.495,22.881,17.988,14.066,10.706,7.358,3.792,1.403,-1.9578,-0.5852,-0.2166
2021-01-16,746,33.029,3.69,0,28.838,23.345,18.39,14.244,10.584,7.88,4.012,1.77,-1.5933,-0.5749,-0.0909
2021-01-17,747,33.474,4.09,0,29.305,23.751,18.172,14.338,10.758,7.411,4.578,2.092,-1.5494,-0.314,-0.129
2021-01-18,748,33.484,6.17,0,29.244,23.541,18.43,14.399,11.263,8.009,4.806,1.946,-1.2126,-0.4399,-0.0307
2021-01-19,749,34.7,3.1,0,30.582,24.476,19.485,14.847,11.62,7.97,4.565,1.993,-1.7028,-0.4398,-0.0511
2021-01-20,750,34.033,4.57,0,29.71,24.057,18.804,14.746,10.889,7.841,4.224,1.819,-1.4595,-0.4151,-0.0968
2021-01-21,751,34.389,6.32,0,30.354,24.17,18.994,14.838,11.659,7.963,4.533,1.859,-1.1918,-0.3732,-0.053
2021-01-22,752,35.352,6.32,0,30.948,24.724,19.388,15.438,11.61,8.293,4.51,1.853,-1.1614,-0.3763,-0.073
2021-01-23,753,34.386,4.07,0,29.989,24.387,19.014,14.598,11.243,8.007,4.433,1.808,-1.5585,-0.429,-0.1291
2021-01-24,754,35.327,2.6,0,31.139,24.715,19.249,15.048,11.739,7.845,4.79,1.876,-1.7413,-0.4982,-0.0809
2021-01-25,755,35.255,4.05,0,30.753,24.93,20.03,15.086,12.025,7.953,4.463,1.534,-1.446,-0.4254,-0.1211
2021-01-26,756,34.615,3.73,0,30.216,24.577,19.134,15.269,11.19,7.954,4.827,1.617,-1.5196,-0.4896,-0.0853
2021-01-27,757,35.223,4.56,0,31.049,25.014,19.629,15.172,11.494,8.016,4.654,1.724,-1.396,-0.4623,-0.073
2021-01-28,758,35.092,1.31,0,30.573,24.894,19.671,15.073,11.537,7.978,4.535,1.896,-1.8829,-0.5863,-0.173
2021-01-29,759,34.914,5.7,0,30.677,24.725,19.608,14.996,11.503,8.399,4.51,1.82,-1.2263,-0.3591,-0.0912
2021-01-30,760,35.523,6.3,0,31.439,25.154,19.673,15.226,11.794,7.769,4.944,1.826,-1.2066,-0.3597,-0.0586
2021-01-31,761,36.148,3.39,0,32.002,25.33,20.02,15.391,11.863,8.495,5.069,2.204,-1.6581,-0.4704,0.0616
2021-02-01,762,35.776,4.65,0,31.387,25.531,20.08,15.853,11.821,8.223,5.33,2.208,-1.3668,-0.3749,-0.0889
2021-02-02,763,36.307,3.03,0,31.87,25.608,19.981,15.727,12.572,8.32,4.848,2.236,-1.6053,-0.484,-0.087
2021-02-03,764,36.228,8.8,0,31.942,25.597,20.235,15.497,11.819,8.551,4.996,2.104,-0.7582,-0.114,-0.0506
2021-02-04,765,37.165,3.16,0,32.608,25.999,20.893,16.054,12.093,8.722,4.991,1.907,-1.6479,-0.4645,-0.0694
2021-02-05,766,36.883,7.24,0,32.33,26.013,20.732,16.101,12.374,8.441,4.853,1.992,-0.9949,-0.1561,-0.0282
2021-02-06,767,36.236,6.34,0,32.094,25.674,20.412,15.625,12.072,8.459,4.967,2.424,-1.1484,-0.378,0.0108
2021-02-07,768,36.198,3.77,0,32.035,25.475,20.446,15.773,12.544,8.016,4.873,2.176,-1.5275,-0.4802,-0.1357
2021-02-08,769,36.868,7.91,0,32.761,26.181,20.762,16.066,12.105,8.574,4.967,2.441,-0.8932,-0.2937,-0.0499
2021-02-09,770,36.401,7.63,0,31.967,25.482,20.222,15.41,12.46,8.692,5.041,2.149,-1.0236,-0.1671,-0.0544
2021-02-10,771,36.873,6.13,0,32.533,25.987,20.397,15.756,12.163,8.883,4.799,2.083,-1.1839,-0.2646,-0.0623
2021-02-11,772,37.284,6.59,0,33.267,26.369,20.85,16.026,12.377,8.714,5.4,2.283,-1.1589,-0.1991,-0.075
2021-02-12,773,37.522,8.47,0,33.335,26.854,20.776,16.61,12.773,9.141,5.169,2.498,-0.7511,-0.1715,0.0329
2021-02-13,774,36.913,5.49,0,32.719,25.956,20.716,16.432,12.499,8.414,5.49,2.264,-1.2427,-0.3169,-0.0503
2021-02-14,775,37.265,6.27,0,33.004,26.19,20.764,16.169,12.405,8.536,5.304,2.339,-1.0937,-0.2458,-0.0801
2021-02-15,776,37.625,8.25,0,33.156,26.651,20.853,16.287,12.347,9.019,5.148,1.691,-0.8596,-0.214,-0.042
2021-02-16,777,37.6,6.24,0,33.375,26.561,21.201,16.175,12.265,8.899,5.274,2.042,-1.0483,-0.2462,0.0168
2021-02-17,778,37.25,7.35,0,32.779,26.53,20.461,16.357,12.5,9.144,4.65,2.346,-0.9824,-0.2026,-0.0265
2021-02-18,779,37.327,5.28,0,33.037,26.566,20.812,16.454,12.435,8.826,5.241,2.023,-1.3409,-0.3581,-0.0701
2021-02-19,780,38.235,8.72,0,33.69,26.932,21.431,16.462,12.765,9.01,5.091,2.184,-0.7505,-0.1553,0.0736
2021-02-20,781,38.327,6.33,0,33.491,27.296,21.591,16.77,12.502,8.837,5.363,2.179,-1.1083,-0.262,-0.0118
2021-02-21,782,37.66,4.9,0,33.474,26.878,20.799,16.395,12.41,8.761,5.343,2.371,-1.3985,-0.2889,-0.0419
2021-02-22,783,37.964,5.65,0,33.545,27.076,21.242,16.037,12.51,9.05,5.531,1.829,-1.1767,-0.3378,0.0017
2021-02-23,784,38.367,8.26,0,33.547,27.54,21.548,16.217,13.327,8.976,5.445,2.331,-0.8396,-0.1697,0.1199
2021-02-24,785,37.886,6.82,0,33.84,27.045,21.248,16.776,12.805,9.127,4.897,2.154,-1.0958,-0.2246,-0.0108
2021-02-25,786,38.74,8.55,0,34.463,27.471,21.359,16.862,12.9,9.149,5.176,2.366,-0.7859,-0.0129,0.0577
2021-02-26,787,38.62,8.38,0,34.222,27.262,21.582,16.841,12.972,9.113,5.699,2.471,-0.7452,-0.2114,0.0634
2021-02-27,788,38.619,9.26,0,33.899,27.486,21.711,16.835,13.077,9.066,5.028,2.068,-0.7574,-0.1199,0.0981
2021-02-28,789,38.34,9.96,0,34.053,27.252,21.493,16.735,13.092,9.123,4.938,2.341,-0.5622,-0.0605,0.0114
2021-03-01,790,38.6,8.92,0,34.106,27.474,21.215,16.703,13.19,8.835,5.032,2.269,-0.6426,-0.0729,0.1141
2021-03-02,791,38.746,6.06,0,34.571,27.896,21.789,16.857,13.198,9.317,5.23,2.295,-1.3072,-0.2938,-0.0674
2021-03-03,792,38.894,10.37,0,34.43,27.689,21.897,16.864,12.515,8.743,5.146,2.465,-0.5361,-0.1405,0.1635
2021-03-04,793,39.627,6.95,0,35.201,28.055,22.091,16.973,12.907,9.524,5.703,2.355,-0.9637,-0.3354,-0.0002
2021-03-05,794,38.625,9.24,0,34.521,27.581,21.625,16.873,13.03,9.082,4.96,2.353,-0.7261,-0.1248,0.0525
2021-03-06,795,38.792,10.57,0,34.489,27.548,21.689,17.033,12.913,9.418,5.547,2.246,-0.3789,-0.0693,0.0597
2021-03-07,796,38.607,9.74,0,34.08,27.364,21.803,16.91,12.965,9.02,4.935,2.416,-0.5836,-0.0296,-0.0171
2021-03-08,797,38.722,12.09,0,34.069,27.614,21.852,16.6,13.051,9.242,5.364,2.558,-0.2504,-0.0191,0.1539
2021-03-09,798,39.357,8.36,0,34.856,28.196,22.384,17.19,13.289,9.219,5.756,2.624,-0.904,-0.1196,0.0084
2021-03-10,799,39.002,8.44,0,34.506,27.663,22.083,17.176,13.464,9.412,5.156,2.052,-0.8048,-0.134,0.1105
2021-03-11,800,39.661,8.44,0,34.95,27.968,22.374,17.34,13.297,9.394,5.315,2.542,-0.8327,-0.088,0.0526
2021-03-12,801,38.52,8.74,0,34.425,27.64,21.474,16.89,13.095,8.707,5.237,2.343,-0.786,-0.2002,0.029
2021-03-13,802,38.443,11.18,0,33.917,27.426,21.312,17.052,12.748,9.099,5.109,2.251,-0.3961,-0.0239,0.0818
2021-03-14,803,39.244,10.29,0,34.93,28.198,22.637,17.338,13.278,9.22,5.119,2.045,-0.5732,-0.1486,0.1506
2021-03-15,804,38.97,12.39,0,34.666,28.045,21.802,17.044,13.107,9.367,5.615,2.709,-0.1146,-0.0108,0.1144
2021-03-16,805,38.446,12.89,0,34.348,27.399,21.936,17.137,12.987,9.315,5.146,2.529,-0.1927,0.0226,0.1226
2021-03-17,806,38.882,12.12,0,34.402,27.792,21.757,16.764,13.517,8.943,5.247,2.103,-0.2656,0.0442,0.1952
2021-03-18,807,38.687,14.95,0,34.08,27.011,21.714,16.964,13.155,9.086,5.546,2.304,0.1474,0.2021,0.2973
2021-03-19,808,37.99,11.49,0,33.72,27.119,21.241,16.461,12.878,9.127,5.132,2.4,-0.3773,0.0118,0.1686
2021-03-20,809,38.561,10.92,0,34.102,27.591,21.714,16.841,12.944,9.407,5.506,2.331,-0.4927,0.0082,0.0201
2021-03-21,810,38.005,14.0,0,33.87,27.199,21.306,16.311,12.732,8.923,5.199,2.601,0.0174,0.1673,0.1884
2021-03-22,811,38.247,14.24,0,34.294,26.99,21.663,16.621,12.854,9.228,5.607,2.687,-0.0699,0.1875,0.1519
2021-03-23,812,38.857,13.71,0,34.506,27.693,21.453,16.584,13.097,9.165,5.362,2.291,0.0732,0.119,0.1424
2021-03-24,813,38.631,12.73,0,34.393,27.919,21.382,16.856,12.977,9.184,5.315,2.497,-0.1749,-0.005,0.0612
2021-03-25,814,38.853,11.28,0,34.754,27.971,21.609,16.933,12.837,9.181,5.143,2.243,-0.4056,0.024,0.0822
2021-03-26,815,38.606,12.31,0,34.27,27.134,21.864,17.117,13.348,9.376,5.73,2.45,-0.2739,-0.001,0.0072
2021-03-27,816,38.045,13.61,0,34.09,26.917,21.655,16.747,13.478,8.933,5.125,2.565,0.0232,0.0572,0.1446
2021-03-28,817,38.117,13.86,0,33.719,27.015,21.409,16.644,13.241,9.098,5.328,2.442,0.0468,0.1043,0.1237
2021-03-29,818,37.618,15.39,0,33.281,26.823,21.116,16.363,12.868,9.19,5.055,2.386,0.1687,0.1749,0.1244
2021-03-30,819,37.904,13.49,0,33.656,27.462,21.311,16.742,12.586,9.023,5.163,2.502,-0.113,0.0623,0.1855
2021-03-31,820,38.23,14.71,0,34.279,27.389,21.254,16.781,13.05,8.965,5.199,2.502,0.006,0.1174,0.211
2021-04-01,821,37.32,16.69,0,33.287,26.353,20.687,16.287,12.461,8.637,5.324,2.131,0.3851,0.1905,0.2419
2021-04-02,822,38.272,15.97,0,34.223,26.889,21.678,17.018,13.256,9.032,5.428,2.38,0.3627,0.1133,0.2162
2021-04-03,823,37.534,14.54,0,33.239,26.812,21.275,16.54,12.546,8.874,5.254,2.222,0.1513,0.1456,0.2124
2021-04-04,824,38.147,14.27,0,34.15,27.415,21.587,16.508,12.861,9.114,5.309,2.177,0.0473,0.0725,0.0932
2021-04-05,825,37.862,15.47,0,33.349,26.913,21.514,16.712,12.867,8.974,5.152,2.439,0.2851,0.1618,0.1474
2021-04-06,826,37.429,18.97,0,33.271,26.694,21.122,16.223,12.666,8.838,4.94,2.659,0.773,0.3442,0.2265
2021-04-07,827,37.827,14.0,0,33.492,27.061,21.286,16.632,12.843,9.007,5.317,2.538,0.0591,-0.014,0.1088
2021-04-08,828,38.167,16.37,0,33.828,26.71,21.393,16.779,12.559,9.006,5.04,2.72,0.3667,0.2316,0.1929
2021-04-09,829,37.907,20.64,0,33.372,26.865,21.501,16.635,13.298,8.974,5.46,2.317,1.0908,0.4622,0.2437
2021-04-10,830,36.568,16.65,0,32.949,26.116,20.944,16.094,12.564,8.696,5.363,2.062,0.3739,0.184,0.2579
2021-04-11,831,37.188,17.75,0,32.8,26.535,21.128,16.398,12.562,8.994,4.892,2.69,0.5366,0.2935,0.1523
2021-04-12,832,36.95,14.9,0,32.631,26.141,20.761,16.018,12.904,8.445,5.31,2.096,0.1813,0.1325,0.0958
2021-04-13,833,36.684,16.33,0,32.848,26.121,20.726,16.154,12.427,9.003,4.718,2.295,0.3512,0.1147,0.198
2021-04-14,834,36.431,15.21,0,32.127,25.914,20.51,15.966,12.358,8.35,5.146,2.305,0.2006,0.2123,0.2091
2021-04-15,835,36.563,18.53,0,32.388,26.123,20.726,16.124,12.431,8.769,5.392,2.191,0.6166,0.3185,0.2148
2021-04-16,836,36.303,16.99,0,32.271,26.121,20.188,15.871,12.503,8.487,5.076,2.026,0.4184,0.3227,0.0767
2021-04-17,837,37.113,19.54,0,32.76,26.392,20.517,16.373,12.431,9.017,4.975,2.247,0.8604,0.413,0.2277
2021-04-18,838,36.613,20.07,0,32.677,25.787,20.62,16.055,12.379,8.762,5.275,2.253,0.9548,0.4422,0.202
2021-04-19,839,36.105,18.19,0,31.836,25.567,20.542,15.647,12.103,8.534,5.071,2.206,0.6086,0.2914,0.2383
2021-04-20,840,35.966,20.08,0,32.185,25.591,20.751,15.63,12.172,8.342,5.019,2.38,0.972,0.3882,0.2212
2021-04-21,841,35.55,18.15,0,31.521,25.235,19.929,15.453,11.725,8.538,4.58,2.626,0.6124,0.2862,0.2728
2021-04-22,842,36.023,18.74,0,32.223,25.778,20.113,15.957,12.437,8.463,5.051,2.385,0.6486,0.3991,0.2323
2021-04-23,843,36.523,19.94,0,32.627,25.623,20.476,16.069,12.298,8.571,4.939,2.453,0.8576,0.375,0.2962
2021-04-24,844,36.041,17.07,0,31.915,25.81,20.293,16.022,12.285,8.421,5.021,2.138,0.4314,0.1788,0.211
2021-04-25,845,35.085,23.14,0,31.226,25.057,20.009,15.508,11.502,8.296,4.66,1.849,1.342,0.5214,0.236
2021-04-26,846,35.516,20.89,0,31.666,25.408,19.698,15.658,12.027,8.427,4.694,2.286,0.9755,0.4139,0.2317
2021-04-27,847,35.943,21.03,0,31.921,25.446,20.031,16.048,11.96,8.481,4.981,2.384,1.1116,0.4873,0.241
2021-04-28,848,35.493,18.37,0,31.631,25.288,20.354,15.38,11.795,8.279,4.701,1.776,0.6034,0.3068,0.3589
2021-04-29,849,35.189,18.72,0,30.923,25.068,19.702,15.304,12.03,8.496,4.751,2.255,0.7254,0.412,0.2515
2021-04-30,850,35.503,21.42,0,31.397,25.459,20.028,15.612,12.262,8.278,4.86,2.389,1.1101,0.3446,0.2266
2021-05-01,851,35.326,20.1,0,31.317,25.407,20.1,15.82,11.973,8.458,4.852,1.91,0.8649,0.3446,0.1889
2021-05-02,852,34.483,20.28,0,30.717,24.733,19.353,15.35,11.654,8.248,5.128,2.219,0.8284,0.3808,0.2697
2021-05-03,853,35.579,20.33,0,31.409,25.601,19.839,15.646,11.905,7.96,4.799,2.08,0.8699,0.4179,0.2273
2021-05-04,854,34.805,23.58,0,30.776,25.16,19.57,15.337,11.814,8.289,4.457,2.037,1.4356,0.5725,0.2963
2021-05-05,855,35.008,22.09,0,30.644,24.954,19.983,15.136,11.695,8.791,4.947,1.957,1.2357,0.4989,0.2598
2021-05-06,856,34.788,22.41,0,30.471,24.65,19.546,15.011,11.708,8.11,4.691,2.211,1.2511,0.5088,0.2924
2021-05-07,857,34.149,22.71,0,30.093,24.422,19.105,14.81,11.64,7.991,4.316,2.048,1.3654,0.527,0.1744
2021-05-08,858,34.913,23.82,0,30.788,24.529,19.87,15.266,11.898,8.224,4.884,2.128,1.42,0.5677,0.3383
2021-05-09,859,34.477,23.3,0,30.662,24.003,18.884,15.421,11.867,8.274,4.681,1.816,1.3425,0.5334,0.3049
2021-05-10,860,34.596,25.29,0,30.726,24.565,19.283,14.773,11.242,8.063,4.64,2.084,1.746,0.6377,0.3699
2021-05-11,861,34.632,23.44,0,30.471,24.691,19.11,14.721,11.79,8.317,4.557,2.09,1.3445,0.5607,0.2514
2021-05-12,862,34.095,21.67,0,30.083,24.228,19.273,15.062,11.464,8.041,4.516,2.184,1.1681,0.4742,0.2831
2021-05-13,863,33.248,22.34,0,29.372,23.584,18.696,14.387,11.091,7.937,4.545,2.264,1.2759,0.4912,0.3006
2021-05-14,864,33.581,21.44,0,29.281,23.814,19.111,14.693,11.487,7.921,4.381,2.487,1.097,0.4484,0.2893
2021-05-15,865,34.018,25.44,0,30.423,24.178,18.887,15.074,11.199,7.911,4.359,2.363,1.6963,0.6388,0.3081
2021-05-16,866,33.99,24.79,0,30.24,23.967,19.058,14.94,11.549,7.941,4.758,1.997,1.595,0.6284,0.4039
2021-05-17,867,33.856,23.17,0,30.164,24.129,18.722,14.295,11.151,8.359,4.687,2.421,1.4369,0.5494,0.3275
2021-05-18,868,33.02,22.94,0,29.451,23.396,18.872,14.504,10.669,7.86,4.322,1.965,1.2658,0.5869,0.2552
2021-05-19,869,33.718,26.74,0,29.797,23.99,18.92,14.75,11.156,7.946,4.485,1.942,1.9009,0.6891,0.4692
2021-05-20,870,33.276,23.36,0,29.187,23.59,18.392,14.287,11.207,7.616,4.289,2.385,1.473,0.6049,0.2489
2021-05-21,871,33.666,25.26,0,30.072,23.861,19.07,14.43,10.909,7.906,4.309,1.372,1.589,0.6603,0.3069
